483.51,-477.706,299.703
366.628,240.338,-327.17
296.188,-198.148,-336.046
-138.17,486.598,-122.34
-494.439,486.945,336.946
7.000,5.000,5.000
-293.544,196.068,-413.977
402.893,-102.825,194.66
292.092,-410.639,477.513
-280.394,-351.047,306.275
177.637,-346.18,-285.825
-414.814,151.379,475.122
432.747,282.352,-75.3555
198.544,94.1997,371.549
435.473,361.04,-233.021
376.798,264.741,168.024
95.9642,-224.764,297.67
3.000,4.800,6.300
-156.289,196.338,36.7728
-237.749,335.59,97.9695
-472.358,-278.016,56.2044
66.6829,307.538,193.928
257.5,-345.854,-95.6364
331.527,-176.559,-377.659
72.1894,-33.8556,19.1293
145.871,-483.38,264.123
-136.783,-310.11,-165.862
493.649,-366.771,307.882
356.979,-395.842,381.417
299.673,94.6762,-12.9718
-27.1201,-62.6923,-374.531
-346.125,-486.077,436.207
-438.981,-85.7521,39.3332
-445.004,-425.434,301.464
-265.787,-38.6296,279.031
-428.178,-248.616,393.675
-105.825,-310.758,474.911
245.649,-303.441,-136.967
-445.729,-113.957,95.0733
-27.9028,45.4128,-358.939
-198.934,400.591,131.154
-103.189,-455.236,-327.356
204.204,380.145,156.122
273.599,236.47,6.24585
